torneo,año,jornada,local,visita,marcador,estadio,fecha,resultado
clausura,2003,6,Tigres UANL,Chivas Guadalajara,1-0,Estadio Universitario de Nuevo León,2003-02-15,L
clausura,2003,6,Cruz Azul,Santos Laguna,2-2,Estadio Azteca,2003-02-15,X
clausura,2003,6,Toluca,Monterrey,3-1,Nemesio Díez,2003-02-15,L
clausura,2003,6,Cuernavaca,Pachuca,2-3,No disponible,2003-02-15,V
clausura,2003,6,Chiapas,Necaxa,0-0,Estadio Zoque VMR,2003-02-15,X
clausura,2003,6,Tecos,San Luis,1-2,Tres de Marzo,2003-02-16,V
clausura,2003,6,América,Atlante FC,1-0,Estadio Azteca,2003-02-16,L
clausura,2003,6,Puebla,CA Morelia,1-6,Cuauhtémoc,2003-02-16,V
clausura,2003,6,Querétaro,Pumas UNAM,0-0,Estadio Corregidora,2003-02-16,X
clausura,2003,7,San Luis,Tigres UANL,2-0,Alfonso Lastras Ramirez,2003-02-22,L
clausura,2003,7,Monterrey,Atlas Guadalajara,2-2,BBVA Bancomer,2003-02-22,X
clausura,2003,7,CA Morelia,América,1-2,Estadio Generalísimo José María Morelos y Pavón,2003-02-22,V
clausura,2003,7,Toluca,Cuernavaca,4-1,Nemesio Díez,2003-02-22,L
clausura,2003,7,Tiburones Rojos Veracruz,Querétaro,1-1,Rafael Hernández Ochoa,2003-02-22,X
clausura,2003,7,Pumas UNAM,Puebla,1-0,Olímpico de Universitario,2003-02-23,L
clausura,2003,7,Necaxa,Cruz Azul,4-0,Estadio Victoria de Aguascalientes,2003-02-23,L
clausura,2003,7,Santos Laguna,Tecos,3-1,Nuevo Estadio Corona,2003-02-23,L
clausura,2003,7,Chivas Guadalajara,Pachuca,3-1,Estadio Akron,2003-02-23,L
clausura,2003,7,Atlante FC,Chiapas,5-1,Estadio Azul,2003-02-23,L
clausura,2003,8,Atlas Guadalajara,Toluca,1-1,Estadio Jalisco,2003-03-01,X
clausura,2003,8,Cruz Azul,Atlante FC,1-3,Estadio Azteca,2003-03-01,V
clausura,2003,8,Tigres UANL,Santos Laguna,2-2,Estadio Universitario de Nuevo León,2003-03-01,X
clausura,2003,8,Chiapas,CA Morelia,1-2,Estadio Zoque VMR,2003-03-01,V
clausura,2003,8,Cuernavaca,Chivas Guadalajara,1-1,No disponible,2003-03-01,X
clausura,2003,8,América,Pumas UNAM,1-1,Estadio Azteca,2003-03-02,X
clausura,2003,8,Tecos,Necaxa,1-2,Tres de Marzo,2003-03-02,V
