torneo,año,jornada,local,visita,marcador,estadio,fecha,resultado
clausura,2010,11,Cruz Azul,Tigres UANL,4-0,Estadio Azteca,2010-03-21,L
clausura,2010,11,CA Morelia,Atlante FC,0-1,Estadio Generalísimo José María Morelos y Pavón,2010-03-21,V
clausura,2010,11,San Luis,Toluca,2-3,Alfonso Lastras Ramirez,2010-03-21,V
clausura,2010,11,Atlas Guadalajara,Tecos,0-1,Estadio Jalisco,2010-03-21,V
clausura,2010,11,Pumas UNAM,Chiapas,2-0,Olímpico de Universitario,2010-03-21,L
clausura,2010,11,Indios,Querétaro,1-0,Olimpico Benito Juárez,2010-03-21,L
clausura,2010,11,Santos Laguna,Puebla,2-1,Nuevo Estadio Corona,2010-03-21,L
clausura,2010,11,América,Pachuca,2-2,Estadio Azteca,2010-03-21,X
clausura,2010,12,Tecos,Cruz Azul,2-1,Tres de Marzo,2010-03-27,L
clausura,2010,12,Querétaro,Atlas Guadalajara,2-1,Estadio Corregidora,2010-03-28,L
clausura,2010,12,Chiapas,Monterrey,1-1,Estadio Zoque VMR,2010-03-28,X
clausura,2010,12,Tigres UANL,Toluca,0-1,Estadio Universitario de Nuevo León,2010-03-28,V
clausura,2010,12,Atlante FC,Indios,3-0,Estadio Azul,2010-03-28,L
clausura,2010,12,Chivas Guadalajara,Santos Laguna,6-2,Estadio Akron,2010-03-28,L
clausura,2010,12,Pachuca,CA Morelia,1-0,Estadio Miguel Hidalgo,2010-03-28,L
clausura,2010,12,Pumas UNAM,San Luis,0-0,Olímpico de Universitario,2010-03-28,X
clausura,2010,12,Puebla,América,2-1,Cuauhtémoc,2010-03-29,L
clausura,2010,13,Cruz Azul,Querétaro,1-0,Estadio Azteca,2010-04-04,L
clausura,2010,13,Monterrey,Pumas UNAM,1-0,BBVA Bancomer,2010-04-04,L
clausura,2010,13,Indios,Pachuca,1-2,Olimpico Benito Juárez,2010-04-04,V
clausura,2010,13,CA Morelia,Puebla,1-1,Estadio Generalísimo José María Morelos y Pavón,2010-04-04,X
clausura,2010,13,San Luis,Tigres UANL,0-3,Alfonso Lastras Ramirez,2010-04-04,V
clausura,2010,13,Atlas Guadalajara,Atlante FC,3-3,Estadio Jalisco,2010-04-04,X
clausura,2010,13,Toluca,Tecos,5-0,Nemesio Díez,2010-04-04,L
clausura,2010,13,Santos Laguna,Chiapas,0-3,Nuevo Estadio Corona,2010-04-04,V
clausura,2010,13,Chivas Guadalajara,América,1-0,Estadio Akron,2010-04-05,L
clausura,2010,14,Tecos,Tigres UANL,0-0,Tres de Marzo,2010-04-10,X
clausura,2010,14,Monterrey,San Luis,1-1,BBVA Bancomer,2010-04-11,X
clausura,2010,14,Querétaro,Toluca,0-1,Estadio Corregidora,2010-04-11,V
clausura,2010,14,Chiapas,América,1-3,Estadio Zoque VMR,2010-04-11,V
clausura,2010,14,Chivas Guadalajara,CA Morelia,0-3,Estadio Akron,2010-04-11,V
clausura,2010,14,Atlante FC,Cruz Azul,1-0,Estadio Azul,2010-04-11,L
clausura,2010,14,Pachuca,Atlas Guadalajara,0-2,Estadio Miguel Hidalgo,2010-04-11,V
clausura,2010,14,Pumas UNAM,Santos Laguna,1-0,Olímpico de Universitario,2010-04-11,L
clausura,2010,14,Puebla,Indios,1-2,Cuauhtémoc,2010-04-11,V
clausura,2010,15,Tigres UANL,Querétaro,2-1,Estadio Universitario de Nuevo León,2010-04-15,L
clausura,2010,15,Atlas Guadalajara,Puebla,0-2,Estadio Jalisco,2010-04-15,V
clausura,2010,15,Toluca,Atlante FC,2-0,Nemesio Díez,2010-04-15,L
clausura,2010,15,Indios,Chivas Guadalajara,1-0,Olimpico Benito Juárez,2010-04-15,L
clausura,2010,15,Cruz Azul,Pachuca,2-2,Estadio Azteca,2010-04-15,X
clausura,2010,15,San Luis,Tecos,1-1,Alfonso Lastras Ramirez,2010-04-15,X
clausura,2010,15,CA Morelia,Chiapas,1-2,Estadio Generalísimo José María Morelos y Pavón,2010-04-15,V
clausura,2010,15,Santos Laguna,Monterrey,1-1,Nuevo Estadio Corona,2010-04-15,X
clausura,2010,15,América,Pumas UNAM,0-0,Estadio Azteca,2010-04-15,X
clausura,2010,16,Monterrey,América,2-1,BBVA Bancomer,2010-04-18,L
clausura,2010,16,Querétaro,Tecos,1-0,Estadio Corregidora,2010-04-18,L
clausura,2010,16,Chiapas,Indios,1-0,Estadio Zoque VMR,2010-04-18,L
clausura,2010,16,Pachuca,Toluca,1-1,Estadio Miguel Hidalgo,2010-04-18,X
clausura,2010,16,Chivas Guadalajara,Atlas Guadalajara,0-2,Estadio Akron,2010-04-18,V
clausura,2010,16,Atlante FC,Tigres UANL,1-2,Estadio Azul,2010-04-18,V
clausura,2010,16,Puebla,Cruz Azul,4-1,Cuauhtémoc,2010-04-18,L
clausura,2010,16,Pumas UNAM,CA Morelia,2-0,Olímpico de Universitario,2010-04-18,L
clausura,2010,16,Santos Laguna,San Luis,2-1,Nuevo Estadio Corona,2010-04-20,L
clausura,2010,17,Tecos,Atlante FC,3-2,Tres de Marzo,2010-04-24,L
clausura,2010,17,Cruz Azul,Chivas Guadalajara,1-1,Estadio Azteca,2010-04-25,X
clausura,2010,17,CA Morelia,Monterrey,1-1,Estadio Generalísimo José María Morelos y Pavón,2010-04-25,X
clausura,2010,17,Tigres UANL,Pachuca,1-2,Estadio Universitario de Nuevo León,2010-04-25,V
clausura,2010,17,San Luis,Querétaro,3-0,Alfonso Lastras Ramirez,2010-04-25,L
clausura,2010,17,Atlas Guadalajara,Chiapas,1-1,Estadio Jalisco,2010-04-25,X
clausura,2010,17,Toluca,Puebla,2-1,Nemesio Díez,2010-04-25,L
clausura,2010,17,Indios,Pumas UNAM,2-0,Olimpico Benito Juárez,2010-04-25,L
clausura,2010,17,América,Santos Laguna,1-0,Estadio Azteca,2010-04-25,L
apertura,2011,1,Tecos,Cruz Azul,0-3,Tres de Marzo,2010-07-24,V
apertura,2011,1,Chiapas,Necaxa,1-1,Estadio Zoque VMR,2010-07-25,X
apertura,2011,1,Chivas Guadalajara,Puebla,0-0,Estadio Akron,2010-07-25,X
apertura,2011,1,Tigres UANL,Querétaro,0-1,Estadio Universitario de Nuevo León,2010-07-25,V
apertura,2011,1,Pachuca,América,3-0,Estadio Miguel Hidalgo,2010-07-25,L
apertura,2011,1,San Luis,Monterrey,1-1,Alfonso Lastras Ramirez,2010-07-25,X
apertura,2011,1,Atlante FC,Santos Laguna,1-4,Estadio Azul,2010-07-25,V
apertura,2011,1,CA Morelia,Atlas Guadalajara,1-0,Estadio Generalísimo José María Morelos y Pavón,2010-07-25,L
apertura,2011,1,Pumas UNAM,Toluca,2-1,Olímpico de Universitario,2010-07-25,L
apertura,2011,2,Necaxa,Tigres UANL,0-2,Estadio Victoria de Aguascalientes,2010-07-31,V
apertura,2011,2,Cruz Azul,Atlante FC,2-0,Estadio Azteca,2010-08-01,L
apertura,2011,2,Querétaro,Atlas Guadalajara,2-1,Estadio Corregidora,2010-08-01,L
apertura,2011,2,Monterrey,Tecos,3-2,BBVA Bancomer,2010-08-01,L
apertura,2011,2,Santos Laguna,Pumas UNAM,4-0,Nuevo Estadio Corona,2010-08-01,L
apertura,2011,2,Toluca,Pachuca,1-1,Nemesio Díez,2010-08-01,X
apertura,2011,2,Puebla,San Luis,2-1,Cuauhtémoc,2010-08-01,L
apertura,2011,2,América,Chiapas,3-0,Estadio Azteca,2010-08-01,L
apertura,2011,2,Chivas Guadalajara,CA Morelia,0-1,Estadio Akron,2010-10-07,V
apertura,2011,3,Chiapas,Toluca,1-1,Estadio Zoque VMR,2010-08-08,X
apertura,2011,3,Pachuca,Santos Laguna,0-3,Estadio Miguel Hidalgo,2010-08-08,V
apertura,2011,3,Tigres UANL,América,1-1,Estadio Universitario de Nuevo León,2010-08-08,X
apertura,2011,3,San Luis,Chivas Guadalajara,0-1,Alfonso Lastras Ramirez,2010-08-08,V
apertura,2011,3,Atlas Guadalajara,Necaxa,0-1,Estadio Jalisco,2010-08-08,V
apertura,2011,3,Atlante FC,Monterrey,1-2,Estadio Azul,2010-08-08,V
apertura,2011,3,CA Morelia,Querétaro,6-0,Estadio Generalísimo José María Morelos y Pavón,2010-08-08,L
apertura,2011,3,Pumas UNAM,Cruz Azul,2-0,Olímpico de Universitario,2010-08-08,L
apertura,2011,3,Tecos,Puebla,1-3,Tres de Marzo,2010-08-09,V
apertura,2011,4,Necaxa,Querétaro,1-1,Estadio Victoria de Aguascalientes,2010-08-14,X
apertura,2011,4,Cruz Azul,Pachuca,4-1,Estadio Azteca,2010-08-15,L
apertura,2011,4,Santos Laguna,Chiapas,1-0,Nuevo Estadio Corona,2010-08-15,L
apertura,2011,4,Monterrey,Pumas UNAM,5-2,BBVA Bancomer,2010-08-15,L
apertura,2011,4,San Luis,CA Morelia,1-0,Alfonso Lastras Ramirez,2010-08-15,L
apertura,2011,4,Toluca,Tigres UANL,1-1,Nemesio Díez,2010-08-15,X
apertura,2011,4,Puebla,Atlante FC,1-1,Cuauhtémoc,2010-08-15,X
apertura,2011,4,América,Atlas Guadalajara,1-1,Estadio Azteca,2010-08-15,X
apertura,2011,4,Chivas Guadalajara,Tecos,3-0,Estadio Akron,2010-09-06,L
apertura,2011,5,Tecos,San Luis,3-2,Tres de Marzo,2010-08-21,L
apertura,2011,5,Chiapas,Cruz Azul,2-3,Estadio Zoque VMR,2010-08-22,V
apertura,2011,5,Tigres UANL,Santos Laguna,1-0,Estadio Universitario de Nuevo León,2010-08-22,L
apertura,2011,5,Pachuca,Monterrey,2-2,Estadio Miguel Hidalgo,2010-08-22,X
apertura,2011,5,Atlas Guadalajara,Toluca,0-1,Estadio Jalisco,2010-08-22,V
apertura,2011,5,Atlante FC,Chivas Guadalajara,2-1,Estadio Azul,2010-08-22,L
apertura,2011,5,Pumas UNAM,Puebla,4-1,Olímpico de Universitario,2010-08-22,L
apertura,2011,5,CA Morelia,Necaxa,1-0,Estadio Generalísimo José María Morelos y Pavón,2010-08-22,L
apertura,2011,5,Querétaro,América,0-1,Estadio Corregidora,2010-08-22,V
apertura,2011,6,Tecos,CA Morelia,1-1,Tres de Marzo,2010-08-28,X
apertura,2011,6,Cruz Azul,Tigres UANL,3-2,Estadio Azteca,2010-08-29,L
apertura,2011,6,Chivas Guadalajara,Pumas UNAM,0-0,Estadio Akron,2010-08-29,X
apertura,2011,6,Santos Laguna,Atlas Guadalajara,3-1,Nuevo Estadio Corona,2010-08-29,L
apertura,2011,6,Monterrey,Chiapas,1-1,BBVA Bancomer,2010-08-29,X
apertura,2011,6,San Luis,Atlante FC,2-1,Alfonso Lastras Ramirez,2010-08-29,L
apertura,2011,6,Puebla,Pachuca,3-1,Cuauhtémoc,2010-08-29,L
apertura,2011,6,Toluca,Querétaro,2-0,Nemesio Díez,2010-08-29,L
apertura,2011,6,América,Necaxa,1-1,Estadio Azteca,2010-08-29,X
apertura,2011,7,Necaxa,Toluca,1-1,Estadio Victoria de Aguascalientes,2010-09-11,X
apertura,2011,7,Chiapas,Puebla,4-0,Estadio Zoque VMR,2010-09-12,L
apertura,2011,7,Querétaro,Santos Laguna,5-2,Estadio Corregidora,2010-09-12,L
apertura,2011,7,Pachuca,Chivas Guadalajara,1-1,Estadio Miguel Hidalgo,2010-09-12,X
apertura,2011,7,Tigres UANL,Monterrey,0-1,Estadio Universitario de Nuevo León,2010-09-12,V
apertura,2011,7,Atlas Guadalajara,Cruz Azul,1-3,Estadio Jalisco,2010-09-12,V
apertura,2011,7,Atlante FC,Tecos,0-1,Estadio Azul,2010-09-12,V
apertura,2011,7,Pumas UNAM,San Luis,0-1,Olímpico de Universitario,2010-09-12,V
apertura,2011,7,CA Morelia,América,0-2,Estadio Generalísimo José María Morelos y Pavón,2010-09-12,V
apertura,2011,8,Tecos,Pumas UNAM,2-2,Tres de Marzo,2010-09-18,X
apertura,2011,8,Cruz Azul,Querétaro,3-0,Estadio Azteca,2010-09-19,L
apertura,2011,8,San Luis,Pachuca,1-0,Alfonso Lastras Ramirez,2010-09-19,L
apertura,2011,8,Chivas Guadalajara,Chiapas,0-3,Estadio Akron,2010-09-19,V
apertura,2011,8,Santos Laguna,Necaxa,2-1,Nuevo Estadio Corona,2010-09-19,L
apertura,2011,8,Monterrey,Atlas Guadalajara,2-0,BBVA Bancomer,2010-09-19,L
apertura,2011,8,Atlante FC,CA Morelia,2-0,Estadio Azul,2010-09-19,L
apertura,2011,8,Puebla,Tigres UANL,1-3,Cuauhtémoc,2010-09-19,V
apertura,2011,8,Toluca,América,2-1,Nemesio Díez,2010-09-19,L
apertura,2011,9,Necaxa,Cruz Azul,2-1,Estadio Victoria de Aguascalientes,2010-09-25,L
apertura,2011,9,Chiapas,San Luis,2-1,Estadio Zoque VMR,2010-09-26,L
apertura,2011,9,Querétaro,Monterrey,0-0,Estadio Corregidora,2010-09-26,X
apertura,2011,9,Pachuca,Tecos,3-1,Estadio Miguel Hidalgo,2010-09-26,L
apertura,2011,9,Atlas Guadalajara,Puebla,1-0,Estadio Jalisco,2010-09-26,L
apertura,2011,9,Pumas UNAM,Atlante FC,2-2,Olímpico de Universitario,2010-09-26,X
apertura,2011,9,CA Morelia,Toluca,1-2,Estadio Generalísimo José María Morelos y Pavón,2010-09-26,V
apertura,2011,9,Tigres UANL,Chivas Guadalajara,1-1,Estadio Universitario de Nuevo León,2010-09-26,X
apertura,2011,9,América,Santos Laguna,3-2,Estadio Azteca,2010-09-27,L
apertura,2011,10,Tecos,Chiapas,0-0,Tres de Marzo,2010-10-02,X
apertura,2011,10,San Luis,Tigres UANL,1-0,Alfonso Lastras Ramirez,2010-10-03,L
apertura,2011,10,Santos Laguna,Toluca,2-0,Nuevo Estadio Corona,2010-10-03,L
apertura,2011,10,Monterrey,Necaxa,2-1,BBVA Bancomer,2010-10-03,L
apertura,2011,10,Atlante FC,Pachuca,1-3,Estadio Azul,2010-10-03,V
apertura,2011,10,Puebla,Querétaro,2-0,Cuauhtémoc,2010-10-03,L
apertura,2011,10,Pumas UNAM,CA Morelia,1-0,Olímpico de Universitario,2010-10-03,L
apertura,2011,10,Chivas Guadalajara,Atlas Guadalajara,2-2,Estadio Akron,2010-10-03,X
apertura,2011,10,Cruz Azul,América,1-0,Estadio Azteca,2010-10-03,L
apertura,2011,11,Necaxa,Puebla,1-0,Estadio Victoria de Aguascalientes,2010-10-09,L
apertura,2011,11,Querétaro,Chivas Guadalajara,2-2,Estadio Corregidora,2010-10-10,X
apertura,2011,11,Chiapas,Atlante FC,2-0,Estadio Zoque VMR,2010-10-10,L
apertura,2011,11,Tigres UANL,Tecos,5-0,Estadio Universitario de Nuevo León,2010-10-10,L
apertura,2011,11,Pachuca,Pumas UNAM,3-2,Estadio Miguel Hidalgo,2010-10-10,L
apertura,2011,11,Atlas Guadalajara,San Luis,2-1,Estadio Jalisco,2010-10-10,L
apertura,2011,11,CA Morelia,Santos Laguna,0-0,Estadio Generalísimo José María Morelos y Pavón,2010-10-10,X
apertura,2011,11,Toluca,Cruz Azul,0-0,Nemesio Díez,2010-10-10,X
apertura,2011,11,América,Monterrey,0-0,Estadio Azteca,2010-10-10,X
apertura,2011,12,Tecos,Atlas Guadalajara,2-1,Tres de Marzo,2010-10-16,L
apertura,2011,12,San Luis,Querétaro,3-2,Alfonso Lastras Ramirez,2010-10-17,L
apertura,2011,12,Cruz Azul,Santos Laguna,3-0,Estadio Azteca,2010-10-17,L
apertura,2011,12,Chivas Guadalajara,Necaxa,1-0,Estadio Akron,2010-10-17,L
apertura,2011,12,Pachuca,CA Morelia,1-1,Estadio Miguel Hidalgo,2010-10-17,X
apertura,2011,12,Monterrey,Toluca,2-0,BBVA Bancomer,2010-10-17,L
apertura,2011,12,Atlante FC,Tigres UANL,1-1,Estadio Azul,2010-10-17,X
apertura,2011,12,Puebla,América,2-2,Cuauhtémoc,2010-10-17,X
apertura,2011,12,Pumas UNAM,Chiapas,1-0,Olímpico de Universitario,2010-10-17,L
apertura,2011,13,Necaxa,San Luis,0-2,Estadio Victoria de Aguascalientes,2010-10-23,V
apertura,2011,13,Chiapas,Pachuca,2-0,Estadio Zoque VMR,2010-10-24,L
apertura,2011,13,Querétaro,Tecos,1-0,Estadio Corregidora,2010-10-24,L
apertura,2011,13,Santos Laguna,Monterrey,1-2,Nuevo Estadio Corona,2010-10-24,V
apertura,2011,13,Tigres UANL,Pumas UNAM,2-0,Estadio Universitario de Nuevo León,2010-10-24,L
apertura,2011,13,Atlas Guadalajara,Atlante FC,3-1,Estadio Jalisco,2010-10-24,L
apertura,2011,13,CA Morelia,Cruz Azul,1-1,Estadio Generalísimo José María Morelos y Pavón,2010-10-24,X
apertura,2011,13,Toluca,Puebla,2-1,Nemesio Díez,2010-10-24,L
apertura,2011,13,América,Chivas Guadalajara,0-0,Estadio Azteca,2010-10-25,X
apertura,2011,14,Pachuca,Tigres UANL,2-3,Estadio Miguel Hidalgo,2010-10-27,V
apertura,2011,14,Pumas UNAM,Atlas Guadalajara,1-1,Olímpico de Universitario,2010-10-27,X
apertura,2011,14,Tecos,Necaxa,0-2,Tres de Marzo,2010-10-28,V
apertura,2011,14,Chiapas,CA Morelia,0-0,Estadio Zoque VMR,2010-10-28,X
apertura,2011,14,Puebla,Santos Laguna,0-1,Cuauhtémoc,2010-10-28,V
apertura,2011,14,Chivas Guadalajara,Toluca,0-0,Estadio Akron,2010-10-28,X
apertura,2011,14,Monterrey,Cruz Azul,2-4,BBVA Bancomer,2010-10-28,V
apertura,2011,14,Atlante FC,Querétaro,1-0,Estadio Azul,2010-10-28,L
apertura,2011,14,San Luis,América,1-2,Alfonso Lastras Ramirez,2010-10-29,V
apertura,2011,15,Cruz Azul,Puebla,1-0,Estadio Azteca,2010-10-31,L
apertura,2011,15,Querétaro,Pumas UNAM,2-1,Estadio Corregidora,2010-10-31,L
apertura,2011,15,Tigres UANL,Chiapas,0-0,Estadio Universitario de Nuevo León,2010-10-31,X
apertura,2011,15,Santos Laguna,Chivas Guadalajara,1-1,Nuevo Estadio Corona,2010-10-31,X
apertura,2011,15,Atlas Guadalajara,Pachuca,1-2,Estadio Jalisco,2010-10-31,V
apertura,2011,15,CA Morelia,Monterrey,0-2,Estadio Generalísimo José María Morelos y Pavón,2010-10-31,V
apertura,2011,15,Toluca,San Luis,1-2,Nemesio Díez,2010-10-31,V
apertura,2011,15,América,Tecos,4-1,Estadio Azteca,2010-11-01,L
apertura,2011,15,Necaxa,Atlante FC,1-2,Estadio Victoria de Aguascalientes,2010-11-01,V
apertura,2011,16,Tecos,Toluca,4-2,Tres de Marzo,2010-11-06,L
apertura,2011,16,Chiapas,Atlas Guadalajara,2-1,Estadio Zoque VMR,2010-11-07,L
apertura,2011,16,San Luis,Santos Laguna,1-1,Alfonso Lastras Ramirez,2010-11-07,X
apertura,2011,16,Tigres UANL,CA Morelia,0-1,Estadio Universitario de Nuevo León,2010-11-07,V
apertura,2011,16,Chivas Guadalajara,Cruz Azul,0-0,Estadio Akron,2010-11-07,X
apertura,2011,16,Pachuca,Querétaro,2-1,Estadio Miguel Hidalgo,2010-11-07,L
apertura,2011,16,Atlante FC,América,0-1,Estadio Azul,2010-11-07,V
apertura,2011,16,Puebla,Monterrey,2-0,Cuauhtémoc,2010-11-07,L
apertura,2011,16,Pumas UNAM,Necaxa,2-0,Olímpico de Universitario,2010-11-07,L
apertura,2011,17,Necaxa,Pachuca,1-2,Estadio Victoria de Aguascalientes,2010-11-13,V
apertura,2011,17,Cruz Azul,San Luis,1-0,Estadio Azteca,2010-11-14,L
apertura,2011,17,Querétaro,Chiapas,1-1,Estadio Corregidora,2010-11-14,X
apertura,2011,17,Monterrey,Chivas Guadalajara,2-3,BBVA Bancomer,2010-11-14,V
apertura,2011,17,Santos Laguna,Tecos,1-0,Nuevo Estadio Corona,2010-11-14,L
apertura,2011,17,Atlas Guadalajara,Tigres UANL,2-2,Estadio Jalisco,2010-11-14,X
apertura,2011,17,CA Morelia,Puebla,3-3,Estadio Generalísimo José María Morelos y Pavón,2010-11-14,X
apertura,2011,17,Toluca,Atlante FC,1-1,Nemesio Díez,2010-11-14,X
apertura,2011,17,América,Pumas UNAM,0-1,Estadio Azteca,2010-11-14,V
clausura,2011,1,Necaxa,Chiapas,0-1,Estadio Victoria de Aguascalientes,2011-01-08,V
clausura,2011,1,Monterrey,San Luis,0-2,BBVA Bancomer,2011-01-09,V
clausura,2011,1,Cruz Azul,Tecos,4-1,Estadio Azteca,2011-01-09,L
clausura,2011,1,Querétaro,Tigres UANL,2-2,Estadio Corregidora,2011-01-09,X
clausura,2011,1,Santos Laguna,Atlante FC,2-1,Nuevo Estadio Corona,2011-01-09,L
clausura,2011,1,Atlas Guadalajara,CA Morelia,5-0,Estadio Jalisco,2011-01-09,L
clausura,2011,1,Puebla,Chivas Guadalajara,1-1,Cuauhtémoc,2011-01-09,X
clausura,2011,1,Toluca,Pumas UNAM,1-1,Nemesio Díez,2011-01-09,X
clausura,2011,1,América,Pachuca,0-2,Estadio Azteca,2011-01-09,V
clausura,2011,2,Tecos,Monterrey,3-2,Tres de Marzo,2011-01-15,L
clausura,2011,2,San Luis,Puebla,3-0,Alfonso Lastras Ramirez,2011-01-16,L
clausura,2011,2,Chiapas,América,2-2,Estadio Zoque VMR,2011-01-16,X
clausura,2011,2,Pachuca,Toluca,0-0,Estadio Miguel Hidalgo,2011-01-16,X
clausura,2011,2,Tigres UANL,Necaxa,1-0,Estadio Universitario de Nuevo León,2011-01-16,L
clausura,2011,2,Atlas Guadalajara,Querétaro,2-1,Estadio Jalisco,2011-01-16,L
clausura,2011,2,Atlante FC,Cruz Azul,3-0,Estadio Azul,2011-01-16,L
clausura,2011,2,Pumas UNAM,Santos Laguna,2-0,Olímpico de Universitario,2011-01-16,L
clausura,2011,2,CA Morelia,Chivas Guadalajara,1-1,Estadio Generalísimo José María Morelos y Pavón,2011-01-16,X
clausura,2011,3,Necaxa,Atlas Guadalajara,0-1,Estadio Victoria de Aguascalientes,2011-01-22,V
clausura,2011,3,Monterrey,Atlante FC,1-0,BBVA Bancomer,2011-01-23,L
clausura,2011,3,Querétaro,CA Morelia,0-3,Estadio Corregidora,2011-01-23,V
clausura,2011,3,Cruz Azul,Pumas UNAM,3-3,Estadio Azteca,2011-01-23,X
clausura,2011,3,Chivas Guadalajara,San Luis,1-1,Estadio Akron,2011-01-23,X
clausura,2011,3,Santos Laguna,Pachuca,1-1,Nuevo Estadio Corona,2011-01-23,X
clausura,2011,3,Puebla,Tecos,2-0,Cuauhtémoc,2011-01-23,L
clausura,2011,3,Toluca,Chiapas,2-0,Nemesio Díez,2011-01-23,L
clausura,2011,3,América,Tigres UANL,1-2,Estadio Azteca,2011-01-23,V
clausura,2011,4,Tecos,Chivas Guadalajara,1-0,Tres de Marzo,2011-01-29,L
clausura,2011,4,Querétaro,Necaxa,1-0,Estadio Corregidora,2011-01-30,L
clausura,2011,4,Chiapas,Santos Laguna,1-2,Estadio Zoque VMR,2011-01-30,V
clausura,2011,4,Pachuca,Cruz Azul,0-4,Estadio Miguel Hidalgo,2011-01-30,V
clausura,2011,4,Tigres UANL,Toluca,0-1,Estadio Universitario de Nuevo León,2011-01-30,V
clausura,2011,4,Atlas Guadalajara,América,0-2,Estadio Jalisco,2011-01-30,V
clausura,2011,4,Atlante FC,Puebla,2-0,Estadio Azul,2011-01-30,L
clausura,2011,4,Pumas UNAM,Monterrey,3-2,Olímpico de Universitario,2011-01-30,L
clausura,2011,4,CA Morelia,San Luis,3-3,Estadio Generalísimo José María Morelos y Pavón,2011-01-30,X
clausura,2011,5,Necaxa,CA Morelia,0-0,Estadio Victoria de Aguascalientes,2011-02-05,X
clausura,2011,5,Monterrey,Pachuca,2-0,BBVA Bancomer,2011-02-06,L
clausura,2011,5,Chivas Guadalajara,Atlante FC,2-0,Estadio Akron,2011-02-06,L
clausura,2011,5,Santos Laguna,Tigres UANL,0-2,Nuevo Estadio Corona,2011-02-06,V
clausura,2011,5,Cruz Azul,Chiapas,2-0,Estadio Azteca,2011-02-06,L
clausura,2011,5,San Luis,Tecos,3-2,Alfonso Lastras Ramirez,2011-02-06,L
clausura,2011,5,Puebla,Pumas UNAM,0-1,Cuauhtémoc,2011-02-06,V
clausura,2011,5,Toluca,Atlas Guadalajara,0-0,Nemesio Díez,2011-02-06,X
clausura,2011,5,América,Querétaro,3-1,Estadio Azteca,2011-02-06,L
clausura,2011,6,Necaxa,América,1-0,Estadio Victoria de Aguascalientes,2011-02-12,L
clausura,2011,6,Querétaro,Toluca,0-5,Estadio Corregidora,2011-02-13,V
clausura,2011,6,Chiapas,Monterrey,1-4,Estadio Zoque VMR,2011-02-13,V
clausura,2011,6,Pachuca,Puebla,1-0,Estadio Miguel Hidalgo,2011-02-13,L
clausura,2011,6,Tigres UANL,Cruz Azul,2-0,Estadio Universitario de Nuevo León,2011-02-13,L
clausura,2011,6,Atlas Guadalajara,Santos Laguna,1-2,Estadio Jalisco,2011-02-13,V
clausura,2011,6,Atlante FC,San Luis,0-0,Estadio Azul,2011-02-13,X
clausura,2011,6,Pumas UNAM,Chivas Guadalajara,1-1,Olímpico de Universitario,2011-02-13,X
clausura,2011,6,CA Morelia,Tecos,4-1,Estadio Generalísimo José María Morelos y Pavón,2011-02-13,L
clausura,2011,7,Tecos,Atlante FC,0-1,Tres de Marzo,2011-02-19,V
clausura,2011,7,San Luis,Pumas UNAM,0-1,Alfonso Lastras Ramirez,2011-02-19,V
clausura,2011,7,Monterrey,Tigres UANL,0-0,BBVA Bancomer,2011-02-20,X
clausura,2011,7,Cruz Azul,Atlas Guadalajara,2-1,Estadio Azteca,2011-02-20,L
clausura,2011,7,Santos Laguna,Querétaro,0-2,Nuevo Estadio Corona,2011-02-20,V
clausura,2011,7,Chivas Guadalajara,Pachuca,4-1,Estadio Akron,2011-02-20,L
clausura,2011,7,Puebla,Chiapas,1-0,Cuauhtémoc,2011-02-20,L
clausura,2011,7,Toluca,Necaxa,2-3,Nemesio Díez,2011-02-20,V
clausura,2011,7,América,CA Morelia,1-2,Estadio Azteca,2011-02-20,V
clausura,2011,8,Necaxa,Santos Laguna,1-0,Estadio Victoria de Aguascalientes,2011-02-26,L
clausura,2011,8,Querétaro,Cruz Azul,1-1,Estadio Corregidora,2011-02-27,X
clausura,2011,8,Chiapas,Chivas Guadalajara,1-0,Estadio Zoque VMR,2011-02-27,L
clausura,2011,8,Pachuca,San Luis,0-0,Estadio Miguel Hidalgo,2011-02-27,X
clausura,2011,8,Tigres UANL,Puebla,3-0,Estadio Universitario de Nuevo León,2011-02-27,L
clausura,2011,8,Atlas Guadalajara,Monterrey,1-0,Estadio Jalisco,2011-02-27,L
clausura,2011,8,Pumas UNAM,Tecos,5-1,Olímpico de Universitario,2011-02-27,L
clausura,2011,8,CA Morelia,Atlante FC,2-1,Estadio Generalísimo José María Morelos y Pavón,2011-02-27,L
clausura,2011,8,América,Toluca,4-3,Estadio Azteca,2011-02-27,L
clausura,2011,9,Tecos,Pachuca,1-0,Tres de Marzo,2011-03-05,L
clausura,2011,9,Monterrey,Querétaro,2-0,BBVA Bancomer,2011-03-06,L
clausura,2011,9,Cruz Azul,Necaxa,0-0,Estadio Azteca,2011-03-06,X
clausura,2011,9,Santos Laguna,América,2-3,Nuevo Estadio Corona,2011-03-06,V
clausura,2011,9,Chivas Guadalajara,Tigres UANL,0-0,Estadio Akron,2011-03-06,X
clausura,2011,9,San Luis,Chiapas,0-0,Alfonso Lastras Ramirez,2011-03-06,X
clausura,2011,9,Atlante FC,Pumas UNAM,0-2,Estadio Azul,2011-03-06,V
clausura,2011,9,Toluca,CA Morelia,1-6,Nemesio Díez,2011-03-06,V
